frame,time(s),L hip,R hip,L knee,R knee,L ankle,R ankle,L crutch,R crutch,M_L crutch,M_R crutch,thigh c_x,thigh c_y,shank c_x,shank c_y
5593,23.30416667,-80.98,-93.428,155.237,136.536,25.947,107.08,,46.246,,,1010.500002,766.4999986,1037.999983,845.5000126
5594,23.30833333,-81.201,-93.428,155.426,136.799,25.949,122.471,,44.84,,,1010.500002,766.9999838,1037.999983,845.5000126
5595,23.3125,-85.326,-93.428,155.739,136.799,28.697,125.766,,43.563,,,1010.500002,766.9999838,1037.999983,845.5000126
5596,23.31666667,-84.949,-93.954,154.232,137.062,30.058,124.972,,41.877,,,1010.500002,767.5000012,1037.999983,845.5000126
5597,23.32083333,-84.712,-93.954,154.423,137.062,30.349,125.434,,41.911,,,1010.500002,767.5000012,1037.999983,845.5000126
5598,23.325,-85.499,-93.973,156.366,137.344,29.605,115.845,,43.398,,,1010.00001,767.9999864,1036.999998,845.5000126
5599,23.32916667,-84.994,-93.973,153.944,137.344,31.211,114.619,,42.611,,,1010.00001,767.9999864,1036.999998,845.5000126
5600,23.33333333,-85.004,-94.5,152.19,137.608,32.856,114.411,,39.262,,,1010.00001,768.5000038,1036.999998,845.5000126
5601,23.3375,-86.077,-94.5,153.034,137.872,32.909,109.649,,40.003,,,1010.00001,768.999989,1036.999998,845.5000126
5602,23.34166667,-86.753,-94.5,156.217,137.872,31.843,101.124,,45.164,,,1010.00001,768.999989,1036.999998,845.5000126
5603,23.34583333,-82.709,-95.027,154.313,138.469,30.717,68.943,,47.486,,,1010.00001,769.5000064,1036.999998,844.9999952
5604,23.35,-83.503,-95.027,155.733,138.312,30.013,55.593,,48.964,,,1010.00001,769.5000064,1036.500006,845.5000126
5605,23.35416667,-83.823,-95.05,154.777,138.423,30.267,58.479,,48.362,,,1009.500017,769.9999917,1036.000013,845.5000126
5606,23.35833333,-82.185,-95.05,158.106,138.757,27.89,43.662,,49.116,,,1009.500017,769.9999917,1036.000013,844.9999952
5607,23.3625,-85.988,-95.579,159.414,139.021,30.252,44.578,,47.149,,,1009.500017,770.5000091,1036.000013,844.9999952
5608,23.36666667,-87.767,-95.579,160.678,139.021,30.241,47.57,,47.166,,,1009.500017,770.5000091,1036.000013,844.9999952
5609,23.37083333,-86.66,-95.579,160.108,139.285,29.414,48.06,,47.461,,,1009.500017,770.9999943,1036.000013,844.9999952
5610,23.375,-86.879,-95.579,159.923,139.285,29.534,49.924,,44.864,,,1009.500017,770.9999943,1036.000013,844.9999952
5611,23.37916667,-86.01,-96.106,160.22,139.549,28.241,49.675,,44.925,,,1009.500017,771.5000117,1036.000013,844.9999952
5612,23.38333333,-85.269,-96.106,160.541,139.214,27.194,55.754,,45.95,,,1009.500017,771.5000117,1036.000013,845.5000126
5613,23.3875,-84.918,-96.106,160.624,139.477,27,50.068,,45.403,,,1009.500017,771.9999969,1036.000013,845.5000126
5614,23.39166667,-85.029,-96.633,159.076,139.741,27.338,54.868,,45.701,,,1009.500017,772.5000143,1036.000013,845.5000126
5615,23.39583333,-85.016,-96.369,159.169,139.644,27.573,69.154,,45.817,,,1009.500017,772.9999995,1036.000013,845.9999979
5616,23.4,-81.017,-96.633,160.978,139.907,23.224,71.775,,52.279,,,1009.500017,773.4999847,1036.000013,845.9999979
5617,23.40416667,-81.373,-96.633,160.102,140.17,25.207,171.661,,50.56,,,1009.500017,773.99997,1036.000013,845.9999979
5618,23.40833333,-81.568,-97.158,159.799,140.433,24.845,178.956,,50.504,,,1009.500017,774.4999874,1036.000013,845.9999979
5619,23.4125,-82.84,-97.158,158.639,140.266,29.323,173.805,,49.335,,,1009.500017,774.4999874,1036.000013,846.4999831
5620,23.41666667,-83.212,-97.158,158.647,140.528,29.974,179.175,,49.707,,,1009.500017,774.9999726,1036.000013,846.4999831
5621,23.42083333,-83.638,-97.717,156.758,140.825,31.213,174.092,,49.894,,,1010.00001,775.49999,1036.000013,846.4999831
5622,23.425,-89.182,-97.454,157.841,140.897,32.421,171.398,,48.61,,,1010.00001,776.0000074,1036.000013,847.0000005
5623,23.42916667,-89.88,-97.454,158.302,141.16,32.042,160.469,,48.681,,,1010.00001,776.4999926,1036.000013,847.0000005
5624,23.43333333,-88.919,-97.454,160.202,141.16,30.034,159.336,,52.101,,,1010.00001,776.4999926,1036.000013,847.0000005
5625,23.4375,-81.631,-97.98,160.132,141.423,22.6,159.052,,53.201,,,1010.00001,777.00001,1036.000013,847.0000005
5626,23.44166667,-78.126,-97.98,161.33,141.423,19.021,160.502,,53.874,,,1010.00001,777.00001,1036.000013,847.0000005
5627,23.44583333,-78.951,-97.98,160.908,141.685,20.632,148.762,,53.921,,,1010.00001,777.4999952,1036.000013,847.0000005
5628,23.45,-81.053,-97.98,160.862,141.685,21.026,171.84,,53.953,,,1010.00001,777.4999952,1036.000013,847.0000005
5629,23.45416667,-83.106,-98.243,160.725,141.517,22.528,163.597,,55.075,,,1010.00001,778.4999979,1036.000013,847.9999709
5630,23.45833333,-80.839,-98.505,160.593,141.819,20.928,152.969,,54.614,,,1010.500002,778.0000126,1036.000013,847.4999857
5631,23.4625,-80.263,-98.505,160.814,141.779,19.738,153.326,,54.72,,,1010.00001,778.9999831,1036.000013,847.9999709
5632,23.46666667,-86.801,-98.505,158.701,141.819,24.684,148.611,,54.672,,,1010.500002,778.9999831,1036.000013,847.9999709
5633,23.47083333,-80.676,-98.766,159.179,142.082,20.882,149.091,,56.269,,,1010.500002,779.5000005,1036.000013,847.9999709
5634,23.475,-86.771,-98.766,159.705,142.218,25.657,147.979,,55.427,,,1010.999994,779.5000005,1036.500006,847.9999709
5635,23.47916667,-88.963,-99.028,160.688,142.479,24.692,146.325,,55.182,,,1010.999994,779.9999857,1036.500006,847.9999709
5636,23.48333333,-80.813,-99.028,161.084,142.479,17.554,146.416,,55.117,,,1010.999994,779.9999857,1036.500006,847.9999709
5637,23.4875,-85.694,-99.028,161.259,142.479,20.767,147.108,,54.998,,,1010.999994,779.9999857,1036.500006,847.9999709
5638,23.49166667,-87.809,-99.028,161.425,142.74,22.798,149.966,,54.251,,,1010.999994,780.4999709,1036.500006,847.9999709
5639,23.49583333,-86.538,-99.028,161.756,142.908,21.133,145.565,,54.987,,,1010.999994,780.4999709,1036.500006,847.4999857
5640,23.5,-89.337,-99.028,160.903,142.774,23.156,147.128,,54.391,,,1011.499987,780.4999709,1036.999998,847.4999857
5641,23.50416667,-89.303,-99.549,161.131,143.036,23.232,147.094,,55.003,,,1011.499987,780.9999883,1036.999998,847.4999857
5642,23.50833333,-94.164,-99.549,162.67,143.036,26.179,146.445,,54.903,,,1011.499987,780.9999883,1036.999998,847.4999857
5643,23.5125,-87.893,-99.809,162.782,143.297,21.028,142.181,,55.283,,,1011.499987,780.5000031,1036.999998,847.0000005
5644,23.51666667,-85.586,-99.549,161.556,143.036,23.733,140.753,,55.476,,,1011.499987,780.9999883,1036.999998,847.4999857
5645,23.52083333,-84.783,-99.549,161.507,143.297,22.803,140.514,,55.467,,,1011.499987,781.4999735,1036.999998,847.4999857
5646,23.525,-83.633,-99.549,161.497,143.297,21.93,142.552,,54.719,,,1011.499987,781.4999735,1036.999998,847.4999857
5647,23.52916667,-84.072,-99.809,161.738,143.558,21.789,141.086,,54.827,,,1011.499987,780.9999883,1036.999998,847.0000005
5648,23.53333333,-84.012,-99.549,161.886,143.297,21.541,141.194,,55.584,,,1011.499987,781.4999735,1036.999998,847.4999857
5649,23.5375,-84.281,-100.328,161.641,143.818,17.816,139.58,,56.349,,,1011.499987,781.5000057,1036.999998,847.0000005
5650,23.54166667,-84.591,-100.328,161.696,143.995,19.095,136.337,,56.043,,,1011.499987,781.5000057,1036.500006,847.0000005
5651,23.54583333,-84.5,-100.115,161.79,143.605,18.294,133.357,,56.438,,,1010.999994,781.9999909,1036.000013,847.4999857
5652,23.55,-84.521,-100.115,161.896,143.866,17.542,129.854,,56.349,,,1010.999994,782.4999762,1036.000013,847.4999857
5653,23.55416667,-83.402,-100.115,162.013,143.866,19.021,131.775,,56.138,,,1010.999994,782.4999762,1036.000013,847.4999857
5654,23.55833333,-86.112,-100.115,161.641,143.866,21.336,130.212,,56.309,,,1010.999994,782.4999762,1036.000013,847.4999857
5655,23.5625,-85.43,-100.115,162.245,143.866,20.731,130.474,,55.695,,,1010.999994,782.4999762,1036.000013,847.4999857
5656,23.56666667,-84.751,-100.636,162.557,144.127,20.83,132.389,,58.12,,,1010.999994,782.9999936,1036.000013,847.4999857
5657,23.57083333,-84.725,-100.636,162.366,144.127,21.458,136.194,,58.219,,,1010.999994,782.9999936,1036.000013,847.4999857
5658,23.575,-84.611,-100.636,162.476,144.127,21.832,136.871,,56.983,,,1010.999994,782.9999936,1036.000013,847.4999857
5659,23.57916667,-84.607,-100.636,162.75,144.127,22.045,136.887,,58.14,,,1010.999994,782.9999936,1036.000013,847.4999857
5660,23.58333333,-84.838,-100.636,162.656,144.127,18.133,135.218,,56.497,,,1010.999994,782.9999936,1036.000013,847.4999857
5661,23.5875,-89.307,-100.636,163.014,144.388,20.42,133.872,,56.894,,,1010.999994,783.4999788,1036.000013,847.4999857
5662,23.59166667,-90.308,-100.636,163.169,144.388,20.797,132.183,,55.847,,,1010.999994,783.4999788,1036.000013,847.4999857
5663,23.59583333,-87.049,-100.636,163.192,144.388,18.29,133.305,,55.919,,,1010.999994,783.4999788,1036.000013,847.4999857
5664,23.6,-90.636,-100.636,163.209,144.388,20.107,130.964,,57.004,,,1010.999994,783.4999788,1036.000013,847.4999857
5665,23.60416667,-87.457,-100.636,162.895,144.741,17.257,130.174,,56.359,,,1010.999994,783.4999788,1035.499992,847.4999857
5666,23.60833333,-83.407,-100.636,162.944,144.741,13.564,127.199,,56.708,,,1010.999994,783.4999788,1035.499992,847.4999857
5667,23.6125,-83.663,-100.636,163.163,144.741,13.744,126.002,,56.89,,,1010.999994,783.4999788,1035.499992,847.4999857
5668,23.61666667,-83.521,-101.155,162.548,145.002,14.975,125.529,,56.937,,,1010.999994,783.9999962,1035.499992,847.4999857
5669,23.62083333,-89.548,-101.155,162.755,145.002,19.97,125.179,,57.417,,,1010.999994,783.9999962,1035.499992,847.4999857
5670,23.625,-90.523,-101.155,161.964,145.002,20.3,125.062,,58.753,,,1010.999994,783.9999962,1035.499992,847.4999857
5671,23.62916667,-79.439,-101.155,161.565,145.002,10.136,122.307,,58.538,,,1010.999994,783.9999962,1035.499992,847.4999857
5672,23.63333333,-81.097,-101.155,161.572,145.002,10.114,123.384,,57.581,,,1010.999994,783.9999962,1035.499992,847.4999857
5673,23.6375,-81.766,-101.155,161.374,145.002,9.55,122.526,,57.156,,,1010.999994,783.9999962,1035.499992,847.4999857
5674,23.64166667,-80.289,-101.155,161.84,145.002,8.266,122.738,,56.085,,,1010.999994,783.9999962,1035.499992,847.4999857
5675,23.64583333,-79.64,-101.155,161.667,145.002,7.337,122.742,,56.148,,,1010.999994,783.9999962,1035.499992,847.4999857
5676,23.65,-79.946,-101.155,160.794,145.002,9.476,125.267,,56.279,,,1010.999994,783.9999962,1035.499992,847.4999857
5677,23.65416667,-87.281,-101.155,160.625,145.171,15.879,133.459,,55.707,,,1010.999994,783.9999962,1035.499992,847.0000005
5678,23.65833333,-88.611,-101.155,160.382,145.002,16.433,139.802,,56.725,,,1010.999994,783.9999962,1035.499992,847.4999857
5679,23.6625,-88.304,-101.155,161.174,145.002,17.013,139.399,,56.342,,,1010.999994,783.9999962,1035.499992,847.4999857
5680,23.66666667,-87.998,-101.155,161.315,145.002,17.001,138.133,,55.906,,,1010.999994,783.9999962,1035.499992,847.4999857
5681,23.67083333,-88.982,-101.155,161.874,145.171,17.124,135.712,,56.023,,,1010.999994,783.9999962,1035.499992,847.0000005
5682,23.675,-88.689,-101.155,161.769,145.002,16.786,130.047,,56.536,,,1010.999994,783.9999962,1035.499992,847.4999857
5683,23.67916667,-88.399,-101.155,161.632,145.171,16.608,123.376,,57.006,,,1010.999994,783.9999962,1035.499992,847.0000005
5684,23.68333333,-88.598,-101.155,161.568,145.171,16.792,122.241,,57.004,,,1010.999994,783.9999962,1035.499992,847.0000005
5685,23.6875,-89.831,-101.155,161.316,145.171,17.779,122.697,,56.596,,,1010.999994,783.9999962,1035.499992,847.0000005
5686,23.69166667,-90.052,-101.155,161.59,145.171,18.495,121.92,,57.256,,,1010.999994,783.9999962,1035.499992,847.0000005
5687,23.69583333,-90.33,-101.155,161.445,145.171,18.164,122.715,,56.067,,,1010.999994,783.9999962,1035.499992,847.0000005
5688,23.7,-90.633,-101.155,161.621,145.171,18.032,124.227,,56.191,,,1010.999994,783.9999962,1035.499992,847.0000005
5689,23.70416667,-89.986,-101.155,161.82,145.171,17.56,124.814,,55.646,,,1010.999994,783.9999962,1035.499992,847.0000005
5690,23.70833333,-90.305,-100.896,161.965,145.002,17.584,131.71,,55.715,,,1010.999994,782.9999936,1035.499992,846.5000153
5691,23.7125,-90.285,-100.896,162.068,145.002,17.627,132.015,,55.813,,,1010.999994,782.9999936,1035.499992,846.5000153
5692,23.71666667,-89.31,-100.896,162.215,145.002,16.738,132.319,,55.458,,,1010.999994,782.9999936,1035.499992,846.5000153
5693,23.72083333,-89.643,-100.896,162.575,145.002,16.871,141.525,,55.204,,,1010.999994,782.9999936,1035.499992,846.5000153
5694,23.725,-88.696,-100.896,162.596,145.002,16.335,143.046,,55.597,,,1010.999994,782.9999936,1035.499992,846.5000153
5695,23.72916667,-81.865,-100.896,162.616,145.002,10.896,140.968,,55.93,,,1010.999994,782.9999936,1035.499992,846.5000153
5696,23.73333333,-79.589,-100.896,162.811,145.002,9.648,139.768,,55.918,,,1010.999994,782.9999936,1035.499992,846.5000153
5697,23.7375,-84.277,-100.896,162.423,145.002,13.442,139.542,,55.854,,,1010.999994,782.9999936,1035.499992,846.5000153
5698,23.74166667,-78.524,-100.896,162.492,145.002,10.478,141.068,,57.284,,,1010.999994,782.9999936,1035.499992,846.5000153
5699,23.74583333,-80.566,-100.896,162.216,145.002,12.188,142.67,,56.713,,,1010.999994,782.9999936,1035.499992,846.5000153
5700,23.75,-79.769,-100.896,162.197,145.341,12.111,136.977,,57.967,,,1010.999994,782.9999936,1035.499992,845.9999979
5701,23.75416667,-83.202,-100.946,162.269,145.216,15.24,146.831,,59.624,,,1010.500002,782.9999936,1035,845.9999979
5702,23.75833333,-86.082,-100.896,162.067,145.341,17.441,146.4,,59.52,,,1010.999994,782.9999936,1035.499992,845.9999979
5703,23.7625,-86.087,-100.896,162.025,145.341,17.697,150.59,,58.905,,,1010.999994,782.9999936,1035.499992,845.9999979
5704,23.76666667,-86.447,-100.946,162.206,145.216,17.984,163.832,,58.702,,,1010.500002,782.9999936,1035,845.9999979
5705,23.77083333,-87.16,-100.896,162.478,145.341,17.578,166.55,,58.786,,,1010.999994,782.9999936,1035.499992,845.9999979
5706,23.775,-87.158,-100.946,162.525,145.216,16.865,163.039,,59.466,,,1010.500002,782.9999936,1035,845.9999979
5707,23.77916667,-87.515,-100.946,162.863,145.216,16.506,167.753,,59.469,,,1010.500002,782.9999936,1035,845.9999979
5708,23.78333333,-95.564,-100.946,163.445,145.216,22.642,166.516,,58.947,,,1010.500002,782.9999936,1035,845.9999979
5709,23.7875,-93.374,-101.155,162.223,145.002,20.256,169.472,,58.36,,,1010.999994,781.9999909,1035.499992,845.4999804
5710,23.79166667,-93.089,-101.206,162.32,144.877,19.903,157.119,,58.323,,,1010.500002,781.9999909,1035,845.4999804
5711,23.79583333,-91.285,-101.206,162.146,145.053,18.571,164.779,,58.266,,,1010.500002,781.9999909,1034.500008,845.4999804
5712,23.8,-90.331,-100.896,161.552,145.08,17.919,160.449,,58.085,,,1010.999994,782.5000083,1035.499992,845.9999979
5713,23.80416667,-90.207,-101.155,160.956,145.002,18.003,130.624,,58.502,,,1010.999994,781.9999909,1035.499992,845.4999804
5714,23.80833333,-93.448,-101.155,160.843,145.002,20.421,127.184,,58.458,,,1010.999994,781.9999909,1035.499992,845.4999804
5715,23.8125,-95.331,-101.206,161.277,144.877,21.201,167.381,,58.414,,,1010.500002,781.9999909,1035,845.4999804
5716,23.81666667,-93.18,-101.155,161.251,145.002,19.709,170.802,,58.042,,,1010.999994,781.9999909,1035.499992,845.4999804
5717,23.82083333,-89.038,-101.466,160.999,145.138,16.409,169.073,,58.34,,,1010.500002,782.4999762,1035,845.4999804
5718,23.825,-88.722,-101.466,161.546,145.138,16.188,167.407,,58.416,,,1010.500002,782.4999762,1035,845.4999804
5719,23.82916667,-88.508,-101.206,162.331,144.877,15.47,167.814,,57.832,,,1010.500002,781.9999909,1035,845.4999804
5720,23.83333333,-88.515,-101.466,161.576,145.138,16.358,164.793,,57.908,,,1010.500002,782.4999762,1035,845.4999804
5721,23.8375,-88.489,-101.413,161.672,145.262,16.07,173.076,,58.211,,,1010.999994,782.4999762,1035.499992,845.4999804
5722,23.84166667,-93.953,-101.466,161.997,145.138,19.826,173.975,,58.371,,,1010.500002,782.4999762,1035,845.4999804
5723,23.84583333,-93.605,-101.413,161.291,145.262,18.977,155.049,,58.021,,,1010.999994,782.4999762,1035.499992,845.4999804
5724,23.85,-96.141,-101.413,161.672,145.262,20.768,165.765,,58.095,,,1010.999994,782.4999762,1035.499992,845.4999804
5725,23.85416667,-91.852,-101.413,161.305,145.262,17.893,165.286,,58.172,,,1010.999994,782.4999762,1035.499992,845.4999804
5726,23.85833333,-90.899,-101.413,161.339,145.262,17.089,175.11,,58.256,,,1010.999994,782.4999762,1035.499992,845.4999804
5727,23.8625,-88.675,-101.413,161.001,145.262,15.558,174.705,,58.237,,,1010.999994,782.4999762,1035.499992,845.4999804
5728,23.86666667,-88.42,-101.413,160.815,145.262,15.126,148.591,,58.161,,,1010.999994,782.4999762,1035.499992,845.4999804
5729,23.87083333,-93.856,-101.413,161.031,145.262,19.525,149.632,,58.425,,,1010.999994,782.4999762,1035.499992,845.4999804
5730,23.875,-95.574,-101.413,161.438,145.262,21.294,155.895,,58.642,,,1010.999994,782.4999762,1035.499992,845.4999804
5731,23.87916667,-92.125,-101.413,161.396,145.262,18.416,153.73,,58.907,,,1010.999994,782.4999762,1035.499992,845.4999804
5732,23.88333333,-94.612,-101.413,161.975,145.262,20.229,154.776,,57.516,,,1010.999994,782.4999762,1035.499992,845.4999804
5733,23.8875,-89.241,-101.413,161.89,145.262,16.19,159.301,,57.946,,,1010.999994,782.4999762,1035.499992,845.4999804
5734,23.89166667,-86.979,-101.413,161.928,145.6,14.795,147.282,,58.31,,,1010.999994,783.500011,1035.499992,845.9999979
5735,23.89583333,-86.263,-101.672,162.235,145.521,14.192,144.648,,58.054,,,1010.999994,782.9999936,1035.499992,845.4999804
5736,23.9,-86.832,-101.672,162.14,145.521,14.584,144.905,,58.223,,,1010.999994,782.9999936,1035.499992,845.4999804
5737,23.90416667,-87.328,-101.672,162.206,145.521,14.95,170.282,,58.337,,,1010.999994,782.9999936,1035.499992,845.4999804
5738,23.90833333,-94.719,-101.672,162.714,145.521,19.97,170.802,,58.297,,,1010.999994,782.9999936,1035.499992,845.4999804
5739,23.9125,-89.89,-101.413,162.062,145.6,16.296,158.866,,58.903,,,1010.999994,783.500011,1035.499992,845.9999979
5740,23.91666667,-95.028,-101.413,162.456,145.6,20.281,154.434,,58.914,,,1010.999994,783.500011,1035.499992,845.9999979
5741,23.92083333,-92.023,-101.672,162.77,145.521,17.831,167.923,,58.786,,,1010.999994,782.9999936,1035.499992,845.4999804
5742,23.925,-88.802,-101.413,162.653,145.6,15.323,176.031,,58.599,,,1010.999994,783.500011,1035.499992,845.9999979
5743,23.92916667,-88.204,-101.413,162.362,145.6,15.294,175.142,,59.042,,,1010.999994,783.500011,1035.499992,845.9999979
5744,23.93333333,-88.213,-101.413,161.947,145.6,15.39,177.704,,58.59,,,1010.999994,783.500011,1035.499992,845.9999979
5745,23.9375,-94.66,-101.413,162.044,145.6,19.786,170.232,,59.282,,,1010.999994,783.500011,1035.499992,845.9999979
5746,23.94166667,-96.873,-101.413,162.402,145.6,21.197,176.329,,59.129,,,1010.999994,783.500011,1035.499992,845.9999979
5747,23.94583333,-98.879,-101.413,161.899,145.6,22.317,176.923,,58.462,,,1010.999994,783.500011,1035.499992,845.9999979
5748,23.95,-93.101,-101.413,161.457,145.6,18.077,174.638,,58.76,,,1010.999994,783.500011,1035.499992,845.9999979
5749,23.95416667,-90.839,-101.413,161.064,145.6,16.328,176.334,,59.985,,,1010.999994,783.500011,1035.499992,845.9999979
5750,23.95833333,-94.323,-101.155,161.871,145.341,18.891,178.831,,60.477,,,1010.999994,783.9999962,1035.499992,846.4999831
5751,23.9625,-95.568,-101.413,162.103,145.6,19.781,178.825,,60.012,,,1010.999994,783.500011,1035.499992,845.9999979
5752,23.96666667,-89.23,-101.413,161.294,145.6,15.647,177.502,,60.687,,,1010.999994,783.500011,1035.499992,845.9999979
5753,23.97083333,-87.648,-101.413,161.315,145.6,14.714,163,,61.258,,,1010.999994,783.500011,1035.499992,845.9999979
5754,23.975,-86.665,-101.155,161.096,145.341,15.361,154.298,,61.644,,,1010.999994,783.9999962,1035.499992,846.4999831
5755,23.97916667,-86.649,-101.413,160.8,145.6,15.777,150.581,,61.468,,,1010.999994,783.500011,1035.499992,845.9999979
5756,23.98333333,-86.925,-101.413,160.524,145.6,15.797,169.817,,61.701,,,1010.999994,783.500011,1035.499992,845.9999979
5757,23.9875,-86.941,-101.413,161.019,145.6,15.712,153.926,,60.869,,,1010.999994,783.500011,1035.499992,845.9999979
5758,23.99166667,-86.947,-101.413,160.735,145.6,15.677,158.242,,62.448,,,1010.999994,783.500011,1035.499992,845.9999979
5759,23.99583333,-86.591,-100.896,161.294,145.341,15.874,164.798,,62.45,,,1010.999994,782.9999936,1035.499992,845.9999979
5760,24,-86.602,-100.896,161.207,145.341,15.959,172.885,,62.536,,,1010.999994,782.9999936,1035.499992,845.9999979
5761,24.00416667,-86.658,-100.896,161.013,145.002,16.043,138.602,,62.721,,,1010.999994,782.9999936,1035.499992,846.5000153
5762,24.00833333,-86.775,-100.896,160.906,145.341,16.827,125.994,,62.773,,,1010.999994,782.9999936,1035.499992,845.9999979
5763,24.0125,-86.794,-100.896,160.977,145.341,16.029,124.958,,62.48,,,1010.999994,782.9999936,1035.499992,845.9999979
5764,24.01666667,-86.46,-100.896,160.938,145.002,16.029,126.998,,61.944,,,1010.999994,782.9999936,1035.499992,846.5000153
5765,24.02083333,-86.789,-100.896,160.92,145.002,15.803,127.016,,61.804,,,1010.999994,782.9999936,1035.499992,846.5000153
5766,24.025,-86.489,-100.896,160.821,145.002,16.24,126.167,,62.086,,,1010.999994,782.9999936,1035.499992,846.5000153
5767,24.02916667,-86.397,-100.896,160.77,145.341,16.824,119.012,,62.687,,,1010.999994,782.9999936,1035.499992,845.9999979
5768,24.03333333,-86.722,-100.896,161.066,145.08,16.873,114.115,,62.374,,,1010.999994,782.5000083,1035.499992,845.9999979
5769,24.0375,-86.733,-100.896,160.692,145.08,16.417,113.617,,62.384,,,1010.999994,782.5000083,1035.499992,845.9999979
5770,24.04166667,-86.691,-100.896,160.79,145.08,16.422,122.884,,61.897,,,1010.999994,782.5000083,1035.499992,845.9999979
5771,24.04583333,-86.65,-100.896,160.845,144.741,16.47,122.306,,61.312,,,1010.999994,782.5000083,1035.499992,846.5000153
5772,24.05,-86.648,-100.896,160.916,144.388,16.668,118.28,,61.373,,,1010.999994,782.5000083,1036.000013,846.5000153
5773,24.05416667,-86.842,-100.896,160.847,145.08,16.907,109.624,,61.904,,,1010.999994,782.5000083,1035.499992,845.9999979
5774,24.05833333,-87.458,-100.376,160.909,144.481,17.208,109.744,,61.562,,,1010.999994,781.9999909,1035.499992,846.5000153
5775,24.0625,-87.575,-100.328,160.748,144.77,17.126,108.038,,61.473,,,1010.500002,781.9999909,1035.499992,845.9999979
5776,24.06666667,-87.88,-100.328,159.583,144.432,16.967,108.026,,61.004,,,1010.500002,781.9999909,1035.499992,846.5000153
5777,24.07083333,-87.245,-100.328,159.861,144.432,17.001,123.129,,60.798,,,1010.500002,781.9999909,1035.499992,846.5000153
5778,24.075,-87.231,-100.328,160.131,144.432,16.563,143.015,,60.732,,,1010.500002,781.9999909,1035.499992,846.5000153
5779,24.07916667,-86.751,-100.328,160.413,144.172,16.065,142.839,,60.517,,,1010.500002,781.5000057,1035.499992,846.5000153
5780,24.08333333,-86.366,-100.328,160.281,144.172,15.927,142.154,,59.945,,,1010.500002,781.5000057,1035.499992,846.5000153
5781,24.0875,-86.651,-100.587,160.508,144.264,16.092,140.068,,59.443,,,1010.500002,780.9999883,1035.499992,845.9999979
5782,24.09166667,-86.651,-99.854,160.217,143.782,16.303,134.992,,59.751,,,1010.00001,780.9999883,1035,846.5000153
5783,24.09583333,-87.855,-100.115,160.045,143.876,16.035,139.565,,59.752,,,1010.00001,780.4999709,1035,845.9999979
5784,24.1,-88.288,-100.115,159.759,143.876,15.577,139.501,,61.268,,,1010.00001,780.4999709,1035,845.9999979
5785,24.10416667,-88.267,-100.115,159.389,143.567,16.157,146.891,,62.205,,,1009.500017,779.9999857,1035,845.9999979
5786,24.10833333,-88.167,-100.115,159.464,143.567,16.113,114.323,,61.805,,,1009.500017,779.9999857,1035,845.9999979
5787,24.1125,-87.85,-100.115,159.41,143.567,16.268,111.099,,60.953,,,1009.500017,779.9999857,1035,845.9999979
5788,24.11666667,-93.923,-100.115,159.913,143.567,21.065,119.23,,61.242,,,1009.500017,779.9999857,1035,845.9999979
5789,24.12083333,-96.08,-99.593,159.913,143.306,22.484,115.236,,59.708,,,1009.500017,779.4999683,1035,845.9999979
5790,24.125,-97.697,-99.593,160.625,143.306,22.971,108.739,,59.714,,,1009.500017,779.4999683,1035,845.9999979
5791,24.12916667,-93.868,-99.593,160.116,143.213,20.752,102.096,,59.945,,,1009.500017,778.9999831,1035,845.4999804
5792,24.13333333,-95.542,-99.593,160.104,143.045,22.157,102.917,,59.427,,,1009.500017,778.9999831,1035,845.9999979
5793,24.1375,-92.67,-99.593,159.439,143.045,19.965,106.33,,59.306,,,1009.500017,778.9999831,1035,845.9999979
5794,24.14166667,-92.037,-99.331,160.091,142.783,18.478,112.088,,60.475,,,1009.500017,778.4999979,1035,845.9999979
5795,24.14583333,-95.467,-99.289,160.773,142.74,20.281,104.228,,61.703,,,1009.000025,778.4999979,1035,845.9999979
5796,24.15,-96.045,-99.069,160.971,142.344,20.204,104.267,,61.729,,,1008.500032,777.9999804,1034.500008,845.9999979
5797,24.15416667,-95.884,-99.069,161.001,142.344,20.548,121.049,,62.658,,,1008.500032,777.9999804,1034.500008,845.9999979
5798,24.15833333,-95.836,-99.069,161.469,142.439,20.377,121.002,,62.614,,,1008.500032,777.4999952,1034.500008,845.5000126
5799,24.1625,-91.533,-99.069,161.477,142.177,17.93,122.929,,62.504,,,1008.500032,777.00001,1034.500008,845.5000126
5800,24.16666667,-89.694,-99.069,161.615,142.512,23.427,125.109,,62.127,,,1008.500032,777.00001,1034.500008,844.9999952
5801,24.17083333,-88.667,-98.544,160.878,142.249,21.242,109.702,,61.918,,,1008.500032,776.4999926,1034.500008,844.9999952
5802,24.175,-93.672,-98.544,161.261,142.249,24.675,113.983,,61.989,,,1008.500032,776.4999926,1034.500008,844.9999952
5803,24.17916667,-92.161,-98.466,160.534,141.947,20.941,120.171,,62.073,,,1008.000011,776.0000074,1034.500008,844.9999952
5804,24.18333333,-90.94,-98.466,160.077,141.947,19.813,136.794,,62.377,,,1008.000011,776.0000074,1034.500008,844.9999952
5805,24.1875,-89.657,-98.205,159.962,141.779,19.231,149.182,,62.68,,,1008.000011,775.0000048,1034.500008,844.50001
5806,24.19166667,-89.344,-97.98,160.136,141.545,25.353,144.456,,62.639,,,1007.500019,775.49999,1034.000015,844.9999952
